;0
34;003,003_18,[0, array([ 50, 158], dtype=int32), 1, array([ 53, 229], dtype=int32), 2, array([ 60, 300], dtype=int32), 3, array([ 70, 369], dtype=int32), 4, array([ 86, 436], dtype=int32), 5, array([119, 495], dtype=int32), 6, array([166, 535], dtype=int32), 7, array([225, 559], dtype=int32), 8, array([294, 561], dtype=int32), 9, array([363, 561], dtype=int32), 10, array([426, 547], dtype=int32), 11, array([479, 517], dtype=int32), 12, array([518, 466], dtype=int32), 13, array([539, 401], dtype=int32), 14, array([547, 328], dtype=int32), 15, array([554, 255], dtype=int32), 16, array([556, 182], dtype=int32), 17, array([97, 99], dtype=int32), 18, array([129,  56], dtype=int32), 19, array([178,  43], dtype=int32), 20, array([227,  54], dtype=int32), 21, array([275,  76], dtype=int32), 22, array([350,  73], dtype=int32), 23, array([399,  51], dtype=int32), 24, array([448,  40], dtype=int32), 25, array([497,  55], dtype=int32), 26, array([528,  99], dtype=int32), 27, array([312, 124], dtype=int32), 28, array([313, 168], dtype=int32), 29, array([314, 210], dtype=int32), 30, array([314, 255], dtype=int32), 31, array([258, 305], dtype=int32), 32, array([285, 311], dtype=int32), 33, array([312, 318], dtype=int32), 34, array([338, 313], dtype=int32), 35, array([365, 309], dtype=int32), 36, array([149, 146], dtype=int32), 37, array([175, 127], dtype=int32), 38, array([210, 123], dtype=int32), 39, array([241, 148], dtype=int32), 40, array([207, 159], dtype=int32), 41, array([173, 161], dtype=int32), 42, array([383, 147], dtype=int32), 43, array([414, 123], dtype=int32), 44, array([451, 124], dtype=int32), 45, array([477, 146], dtype=int32), 46, array([452, 160], dtype=int32), 47, array([416, 157], dtype=int32), 48, array([200, 415], dtype=int32), 49, array([238, 394], dtype=int32), 50, array([277, 378], dtype=int32), 51, array([310, 388], dtype=int32), 52, array([338, 378], dtype=int32), 53, array([375, 394], dtype=int32), 54, array([412, 417], dtype=int32), 55, array([375, 446], dtype=int32), 56, array([338, 460], dtype=int32), 57, array([307, 462], dtype=int32), 58, array([272, 460], dtype=int32), 59, array([235, 446], dtype=int32), 60, array([216, 416], dtype=int32), 61, array([276, 413], dtype=int32), 62, array([309, 415], dtype=int32), 63, array([338, 413], dtype=int32), 64, array([397, 418], dtype=int32), 65, array([337, 414], dtype=int32), 66, array([308, 417], dtype=int32), 67, array([275, 415], dtype=int32)]
35;003,003_7,['NA']
36;003,003_34,[0, array([35, 99], dtype=int32), 1, array([ 31, 177], dtype=int32), 2, array([ 34, 253], dtype=int32), 3, array([ 44, 327], dtype=int32), 4, array([ 66, 400], dtype=int32), 5, array([100, 465], dtype=int32), 6, array([149, 522], dtype=int32), 7, array([208, 561], dtype=int32), 8, array([283, 571], dtype=int32), 9, array([357, 565], dtype=int32), 10, array([419, 536], dtype=int32), 11, array([470, 488], dtype=int32), 12, array([510, 429], dtype=int32), 13, array([535, 361], dtype=int32), 14, array([551, 291], dtype=int32), 15, array([563, 218], dtype=int32), 16, array([567, 146], dtype=int32), 17, array([73, 88], dtype=int32), 18, array([116,  59], dtype=int32), 19, array([173,  60], dtype=int32), 20, array([228,  73], dtype=int32), 21, array([282,  93], dtype=int32), 22, array([353,  97], dtype=int32), 23, array([408,  84], dtype=int32), 24, array([463,  78], dtype=int32), 25, array([517,  83], dtype=int32), 26, array([550, 120], dtype=int32), 27, array([311, 143], dtype=int32), 28, array([307, 198], dtype=int32), 29, array([302, 252], dtype=int32), 30, array([299, 309], dtype=int32), 31, array([220, 319], dtype=int32), 32, array([257, 335], dtype=int32), 33, array([299, 351], dtype=int32), 34, array([340, 338], dtype=int32), 35, array([380, 323], dtype=int32), 36, array([129, 135], dtype=int32), 37, array([162, 124], dtype=int32), 38, array([198, 126], dtype=int32), 39, array([233, 148], dtype=int32), 40, array([195, 150], dtype=int32), 41, array([158, 149], dtype=int32), 42, array([387, 154], dtype=int32), 43, array([423, 136], dtype=int32), 44, array([458, 138], dtype=int32), 45, array([490, 151], dtype=int32), 46, array([459, 162], dtype=int32), 47, array([423, 160], dtype=int32), 48, array([183, 409], dtype=int32), 49, array([225, 399], dtype=int32), 50, array([266, 396], dtype=int32), 51, array([298, 405], dtype=int32), 52, array([329, 397], dtype=int32), 53, array([364, 397], dtype=int32), 54, array([404, 408], dtype=int32), 55, array([366, 430], dtype=int32), 56, array([332, 441], dtype=int32), 57, array([299, 446], dtype=int32), 58, array([265, 444], dtype=int32), 59, array([224, 433], dtype=int32), 60, array([201, 409], dtype=int32), 61, array([264, 415], dtype=int32), 62, array([297, 419], dtype=int32), 63, array([329, 415], dtype=int32), 64, array([389, 407], dtype=int32), 65, array([331, 410], dtype=int32), 66, array([299, 414], dtype=int32), 67, array([266, 410], dtype=int32)]
37;003,003_10,[0, array([ 56, 188], dtype=int32), 1, array([ 57, 270], dtype=int32), 2, array([ 63, 353], dtype=int32), 3, array([ 76, 434], dtype=int32), 4, array([100, 513], dtype=int32), 5, array([137, 582], dtype=int32), 6, array([191, 636], dtype=int32), 7, array([259, 671], dtype=int32), 8, array([337, 680], dtype=int32), 9, array([416, 676], dtype=int32), 10, array([490, 648], dtype=int32), 11, array([556, 600], dtype=int32), 12, array([608, 537], dtype=int32), 13, array([643, 461], dtype=int32), 14, array([663, 377], dtype=int32), 15, array([674, 292], dtype=int32), 16, array([680, 204], dtype=int32), 17, array([ 87, 122], dtype=int32), 18, array([120,  76], dtype=int32), 19, array([179,  58], dtype=int32), 20, array([243,  62], dtype=int32), 21, array([300,  87], dtype=int32), 22, array([393,  91], dtype=int32), 23, array([454,  65], dtype=int32), 24, array([523,  57], dtype=int32), 25, array([586,  74], dtype=int32), 26, array([628, 117], dtype=int32), 27, array([350, 168], dtype=int32), 28, array([347, 222], dtype=int32), 29, array([343, 273], dtype=int32), 30, array([340, 328], dtype=int32), 31, array([271, 372], dtype=int32), 32, array([306, 382], dtype=int32), 33, array([341, 390], dtype=int32), 34, array([378, 383], dtype=int32), 35, array([415, 377], dtype=int32), 36, array([148, 187], dtype=int32), 37, array([185, 169], dtype=int32), 38, array([230, 169], dtype=int32), 39, array([268, 194], dtype=int32), 40, array([228, 205], dtype=int32), 41, array([183, 205], dtype=int32), 42, array([442, 194], dtype=int32), 43, array([484, 169], dtype=int32), 44, array([528, 171], dtype=int32), 45, array([566, 189], dtype=int32), 46, array([530, 206], dtype=int32), 47, array([486, 205], dtype=int32), 48, array([240, 501], dtype=int32), 49, array([277, 471], dtype=int32), 50, array([315, 457], dtype=int32), 51, array([341, 467], dtype=int32), 52, array([373, 460], dtype=int32), 53, array([418, 478], dtype=int32), 54, array([460, 511], dtype=int32), 55, array([415, 540], dtype=int32), 56, array([371, 549], dtype=int32), 57, array([338, 550], dtype=int32), 58, array([310, 546], dtype=int32), 59, array([275, 533], dtype=int32), 60, array([262, 501], dtype=int32), 61, array([314, 491], dtype=int32), 62, array([341, 496], dtype=int32), 63, array([373, 494], dtype=int32), 64, array([437, 510], dtype=int32), 65, array([371, 500], dtype=int32), 66, array([339, 501], dtype=int32), 67, array([313, 496], dtype=int32)]
38;003,003_28,[0, array([ 23, 164], dtype=int32), 1, array([ 30, 254], dtype=int32), 2, array([ 47, 340], dtype=int32), 3, array([ 74, 421], dtype=int32), 4, array([112, 501], dtype=int32), 5, array([163, 571], dtype=int32), 6, array([225, 633], dtype=int32), 7, array([302, 677], dtype=int32), 8, array([392, 682], dtype=int32), 9, array([477, 658], dtype=int32), 10, array([538, 600], dtype=int32), 11, array([589, 529], dtype=int32), 12, array([628, 452], dtype=int32), 13, array([649, 366], dtype=int32), 14, array([659, 279], dtype=int32), 15, array([657, 191], dtype=int32), 16, array([646, 101], dtype=int32), 17, array([ 51, 173], dtype=int32), 18, array([ 90, 127], dtype=int32), 19, array([156, 110], dtype=int32), 20, array([227, 109], dtype=int32), 21, array([297, 126], dtype=int32), 22, array([358, 113], dtype=int32), 23, array([423,  84], dtype=int32), 24, array([493,  68], dtype=int32), 25, array([564,  70], dtype=int32), 26, array([611, 111], dtype=int32), 27, array([333, 178], dtype=int32), 28, array([339, 237], dtype=int32), 29, array([344, 295], dtype=int32), 30, array([350, 356], dtype=int32), 31, array([261, 377], dtype=int32), 32, array([306, 389], dtype=int32), 33, array([356, 402], dtype=int32), 34, array([405, 380], dtype=int32), 35, array([448, 357], dtype=int32), 36, array([118, 198], dtype=int32), 37, array([157, 179], dtype=int32), 38, array([201, 173], dtype=int32), 39, array([245, 194], dtype=int32), 40, array([203, 201], dtype=int32), 41, array([159, 206], dtype=int32), 42, array([421, 172], dtype=int32), 43, array([461, 142], dtype=int32), 44, array([504, 136], dtype=int32), 45, array([547, 146], dtype=int32), 46, array([511, 165], dtype=int32), 47, array([467, 170], dtype=int32), 48, array([221, 491], dtype=int32), 49, array([271, 468], dtype=int32), 50, array([321, 454], dtype=int32), 51, array([363, 459], dtype=int32), 52, array([402, 446], dtype=int32), 53, array([454, 445], dtype=int32), 54, array([505, 457], dtype=int32), 55, array([465, 508], dtype=int32), 56, array([419, 537], dtype=int32), 57, array([375, 546], dtype=int32), 58, array([332, 547], dtype=int32), 59, array([277, 532], dtype=int32), 60, array([243, 491], dtype=int32), 61, array([324, 480], dtype=int32), 62, array([365, 480], dtype=int32), 63, array([406, 471], dtype=int32), 64, array([483, 462], dtype=int32), 65, array([412, 496], dtype=int32), 66, array([370, 507], dtype=int32), 67, array([328, 507], dtype=int32)]
39;003,003_35,[0, array([  6, 275], dtype=int32), 1, array([ 12, 346], dtype=int32), 2, array([ 29, 418], dtype=int32), 3, array([ 56, 487], dtype=int32), 4, array([ 94, 552], dtype=int32), 5, array([142, 614], dtype=int32), 6, array([205, 658], dtype=int32), 7, array([277, 681], dtype=int32), 8, array([365, 678], dtype=int32), 9, array([446, 665], dtype=int32), 10, array([502, 621], dtype=int32), 11, array([545, 564], dtype=int32), 12, array([572, 495], dtype=int32), 13, array([590, 425], dtype=int32), 14, array([602, 354], dtype=int32), 15, array([606, 283], dtype=int32), 16, array([599, 212], dtype=int32), 17, array([ 35, 223], dtype=int32), 18, array([ 73, 182], dtype=int32), 19, array([134, 168], dtype=int32), 20, array([200, 168], dtype=int32), 21, array([267, 175], dtype=int32), 22, array([324, 163], dtype=int32), 23, array([386, 142], dtype=int32), 24, array([449, 133], dtype=int32), 25, array([510, 137], dtype=int32), 26, array([553, 169], dtype=int32), 27, array([303, 211], dtype=int32), 28, array([310, 270], dtype=int32), 29, array([318, 328], dtype=int32), 30, array([325, 389], dtype=int32), 31, array([240, 426], dtype=int32), 32, array([282, 437], dtype=int32), 33, array([327, 448], dtype=int32), 34, array([370, 430], dtype=int32), 35, array([407, 411], dtype=int32), 36, array([ 93, 255], dtype=int32), 37, array([130, 235], dtype=int32), 38, array([170, 228], dtype=int32), 39, array([208, 239], dtype=int32), 40, array([173, 247], dtype=int32), 41, array([133, 255], dtype=int32), 42, array([399, 221], dtype=int32), 43, array([436, 201], dtype=int32), 44, array([474, 199], dtype=int32), 45, array([511, 213], dtype=int32), 46, array([478, 221], dtype=int32), 47, array([442, 223], dtype=int32), 48, array([195, 530], dtype=int32), 49, array([242, 513], dtype=int32), 50, array([289, 505], dtype=int32), 51, array([330, 511], dtype=int32), 52, array([372, 495], dtype=int32), 53, array([418, 492], dtype=int32), 54, array([461, 504], dtype=int32), 55, array([427, 522], dtype=int32), 56, array([385, 543], dtype=int32), 57, array([343, 552], dtype=int32), 58, array([300, 554], dtype=int32), 59, array([249, 546], dtype=int32), 60, array([216, 529], dtype=int32), 61, array([290, 530], dtype=int32), 62, array([333, 531], dtype=int32), 63, array([376, 520], dtype=int32), 64, array([442, 506], dtype=int32), 65, array([379, 506], dtype=int32), 66, array([337, 518], dtype=int32), 67, array([295, 517], dtype=int32)]
40;003,003_15,[0, array([  6, 174], dtype=int32), 1, array([  7, 231], dtype=int32), 2, array([ 12, 288], dtype=int32), 3, array([ 21, 342], dtype=int32), 4, array([ 41, 391], dtype=int32), 5, array([ 75, 431], dtype=int32), 6, array([123, 454], dtype=int32), 7, array([180, 467], dtype=int32), 8, array([245, 469], dtype=int32), 9, array([307, 470], dtype=int32), 10, array([363, 460], dtype=int32), 11, array([410, 438], dtype=int32), 12, array([441, 399], dtype=int32), 13, array([453, 350], dtype=int32), 14, array([459, 298], dtype=int32), 15, array([464, 244], dtype=int32), 16, array([465, 188], dtype=int32), 17, array([57, 83], dtype=int32), 18, array([89, 52], dtype=int32), 19, array([136,  45], dtype=int32), 20, array([181,  52], dtype=int32), 21, array([222,  71], dtype=int32), 22, array([277,  72], dtype=int32), 23, array([321,  59], dtype=int32), 24, array([366,  54], dtype=int32), 25, array([411,  64], dtype=int32), 26, array([440,  97], dtype=int32), 27, array([251, 123], dtype=int32), 28, array([250, 159], dtype=int32), 29, array([248, 194], dtype=int32), 30, array([246, 231], dtype=int32), 31, array([195, 265], dtype=int32), 32, array([220, 273], dtype=int32), 33, array([247, 281], dtype=int32), 34, array([273, 275], dtype=int32), 35, array([299, 269], dtype=int32), 36, array([ 96, 130], dtype=int32), 37, array([123, 111], dtype=int32), 38, array([156, 113], dtype=int32), 39, array([187, 140], dtype=int32), 40, array([153, 143], dtype=int32), 41, array([120, 142], dtype=int32), 42, array([313, 143], dtype=int32), 43, array([342, 119], dtype=int32), 44, array([375, 120], dtype=int32), 45, array([401, 140], dtype=int32), 46, array([376, 150], dtype=int32), 47, array([343, 148], dtype=int32), 48, array([149, 360], dtype=int32), 49, array([187, 342], dtype=int32), 50, array([223, 332], dtype=int32), 51, array([249, 339], dtype=int32), 52, array([274, 332], dtype=int32), 53, array([308, 343], dtype=int32), 54, array([344, 360], dtype=int32), 55, array([309, 380], dtype=int32), 56, array([276, 386], dtype=int32), 57, array([249, 388], dtype=int32), 58, array([222, 387], dtype=int32), 59, array([187, 381], dtype=int32), 60, array([162, 360], dtype=int32), 61, array([223, 357], dtype=int32), 62, array([250, 359], dtype=int32), 63, array([275, 357], dtype=int32), 64, array([330, 360], dtype=int32), 65, array([274, 356], dtype=int32), 66, array([249, 358], dtype=int32), 67, array([223, 357], dtype=int32)]
41;003,003_8,[0, array([ -8, 183], dtype=int32), 1, array([ -9, 275], dtype=int32), 2, array([ -7, 361], dtype=int32), 3, array([ -5, 447], dtype=int32), 4, array([ 12, 528], dtype=int32), 5, array([ 58, 593], dtype=int32), 6, array([124, 638], dtype=int32), 7, array([198, 666], dtype=int32), 8, array([281, 678], dtype=int32), 9, array([360, 672], dtype=int32), 10, array([423, 641], dtype=int32), 11, array([470, 591], dtype=int32), 12, array([505, 529], dtype=int32), 13, array([527, 458], dtype=int32), 14, array([543, 390], dtype=int32), 15, array([563, 319], dtype=int32), 16, array([573, 243], dtype=int32), 17, array([58, 93], dtype=int32), 18, array([106,  48], dtype=int32), 19, array([172,  35], dtype=int32), 20, array([237,  47], dtype=int32), 21, array([295,  74], dtype=int32), 22, array([395,  85], dtype=int32), 23, array([451,  74], dtype=int32), 24, array([508,  77], dtype=int32), 25, array([559, 103], dtype=int32), 26, array([578, 157], dtype=int32), 27, array([343, 158], dtype=int32), 28, array([343, 203], dtype=int32), 29, array([345, 247], dtype=int32), 30, array([346, 295], dtype=int32), 31, array([258, 345], dtype=int32), 32, array([294, 354], dtype=int32), 33, array([331, 365], dtype=int32), 34, array([364, 362], dtype=int32), 35, array([395, 358], dtype=int32), 36, array([115, 159], dtype=int32), 37, array([154, 138], dtype=int32), 38, array([198, 143], dtype=int32), 39, array([235, 175], dtype=int32), 40, array([192, 180], dtype=int32), 41, array([147, 177], dtype=int32), 42, array([414, 196], dtype=int32), 43, array([455, 172], dtype=int32), 44, array([497, 177], dtype=int32), 45, array([524, 206], dtype=int32), 46, array([494, 217], dtype=int32), 47, array([452, 210], dtype=int32), 48, array([178, 471], dtype=int32), 49, array([235, 444], dtype=int32), 50, array([291, 428], dtype=int32), 51, array([324, 442], dtype=int32), 52, array([353, 432], dtype=int32), 53, array([393, 456], dtype=int32), 54, array([426, 493], dtype=int32), 55, array([387, 529], dtype=int32), 56, array([346, 538], dtype=int32), 57, array([313, 538], dtype=int32), 58, array([278, 533], dtype=int32), 59, array([226, 513], dtype=int32), 60, array([200, 472], dtype=int32), 61, array([287, 474], dtype=int32), 62, array([320, 480], dtype=int32), 63, array([351, 479], dtype=int32), 64, array([406, 490], dtype=int32), 65, array([349, 481], dtype=int32), 66, array([318, 481], dtype=int32), 67, array([285, 475], dtype=int32)]
42;003,003_19,[0, array([ 56, 252], dtype=int32), 1, array([ 67, 321], dtype=int32), 2, array([ 82, 386], dtype=int32), 3, array([100, 452], dtype=int32), 4, array([127, 514], dtype=int32), 5, array([168, 568], dtype=int32), 6, array([223, 609], dtype=int32), 7, array([292, 635], dtype=int32), 8, array([372, 637], dtype=int32), 9, array([451, 622], dtype=int32), 10, array([514, 588], dtype=int32), 11, array([566, 541], dtype=int32), 12, array([602, 483], dtype=int32), 13, array([620, 414], dtype=int32), 14, array([624, 341], dtype=int32), 15, array([625, 268], dtype=int32), 16, array([622, 197], dtype=int32), 17, array([ 96, 182], dtype=int32), 18, array([132, 149], dtype=int32), 19, array([182, 141], dtype=int32), 20, array([233, 147], dtype=int32), 21, array([286, 160], dtype=int32), 22, array([362, 145], dtype=int32), 23, array([411, 120], dtype=int32), 24, array([461, 101], dtype=int32), 25, array([517,  99], dtype=int32), 26, array([562, 125], dtype=int32), 27, array([326, 193], dtype=int32), 28, array([330, 228], dtype=int32), 29, array([333, 261], dtype=int32), 30, array([337, 298], dtype=int32), 31, array([283, 346], dtype=int32), 32, array([312, 350], dtype=int32), 33, array([343, 353], dtype=int32), 34, array([372, 344], dtype=int32), 35, array([400, 334], dtype=int32), 36, array([159, 230], dtype=int32), 37, array([188, 208], dtype=int32), 38, array([226, 203], dtype=int32), 39, array([261, 223], dtype=int32), 40, array([227, 237], dtype=int32), 41, array([189, 241], dtype=int32), 42, array([402, 204], dtype=int32), 43, array([436, 177], dtype=int32), 44, array([475, 171], dtype=int32), 45, array([508, 188], dtype=int32), 46, array([481, 206], dtype=int32), 47, array([442, 210], dtype=int32), 48, array([246, 450], dtype=int32), 49, array([283, 420], dtype=int32), 50, array([319, 402], dtype=int32), 51, array([349, 405], dtype=int32), 52, array([379, 396], dtype=int32), 53, array([422, 404], dtype=int32), 54, array([466, 426], dtype=int32), 55, array([429, 460], dtype=int32), 56, array([391, 473], dtype=int32), 57, array([360, 478], dtype=int32), 58, array([328, 480], dtype=int32), 59, array([290, 474], dtype=int32), 60, array([265, 449], dtype=int32), 61, array([322, 435], dtype=int32), 62, array([352, 433], dtype=int32), 63, array([383, 427], dtype=int32), 64, array([449, 430], dtype=int32), 65, array([386, 432], dtype=int32), 66, array([355, 436], dtype=int32), 67, array([325, 437], dtype=int32)]
43;003,003_4,[0, array([ 32, 216], dtype=int32), 1, array([ 35, 302], dtype=int32), 2, array([ 44, 384], dtype=int32), 3, array([ 51, 467], dtype=int32), 4, array([ 68, 546], dtype=int32), 5, array([108, 613], dtype=int32), 6, array([176, 654], dtype=int32), 7, array([261, 675], dtype=int32), 8, array([359, 677], dtype=int32), 9, array([455, 677], dtype=int32), 10, array([540, 657], dtype=int32), 11, array([609, 620], dtype=int32), 12, array([648, 558], dtype=int32), 13, array([658, 482], dtype=int32), 14, array([664, 401], dtype=int32), 15, array([669, 322], dtype=int32), 16, array([669, 242], dtype=int32), 17, array([ 89, 135], dtype=int32), 18, array([128,  90], dtype=int32), 19, array([188,  77], dtype=int32), 20, array([248,  90], dtype=int32), 21, array([305, 114], dtype=int32), 22, array([414, 118], dtype=int32), 23, array([473,  99], dtype=int32), 24, array([534,  89], dtype=int32), 25, array([595, 100], dtype=int32), 26, array([633, 146], dtype=int32), 27, array([362, 184], dtype=int32), 28, array([361, 235], dtype=int32), 29, array([361, 284], dtype=int32), 30, array([360, 336], dtype=int32), 31, array([291, 383], dtype=int32), 32, array([325, 392], dtype=int32), 33, array([361, 401], dtype=int32), 34, array([395, 392], dtype=int32), 35, array([428, 383], dtype=int32), 36, array([155, 207], dtype=int32), 37, array([191, 184], dtype=int32), 38, array([234, 184], dtype=int32), 39, array([273, 211], dtype=int32), 40, array([230, 219], dtype=int32), 41, array([188, 219], dtype=int32), 42, array([452, 212], dtype=int32), 43, array([491, 189], dtype=int32), 44, array([534, 190], dtype=int32), 45, array([569, 213], dtype=int32), 46, array([535, 224], dtype=int32), 47, array([492, 221], dtype=int32), 48, array([224, 512], dtype=int32), 49, array([273, 489], dtype=int32), 50, array([322, 477], dtype=int32), 51, array([359, 486], dtype=int32), 52, array([393, 476], dtype=int32), 53, array([441, 489], dtype=int32), 54, array([486, 518], dtype=int32), 55, array([444, 545], dtype=int32), 56, array([396, 555], dtype=int32), 57, array([360, 556], dtype=int32), 58, array([321, 555], dtype=int32), 59, array([272, 544], dtype=int32), 60, array([243, 514], dtype=int32), 61, array([322, 511], dtype=int32), 62, array([359, 513], dtype=int32), 63, array([394, 511], dtype=int32), 64, array([468, 518], dtype=int32), 65, array([394, 519], dtype=int32), 66, array([360, 522], dtype=int32), 67, array([322, 519], dtype=int32)]
44;003,003_26,[0, array([ 21, 124], dtype=int32), 1, array([ 23, 209], dtype=int32), 2, array([ 32, 288], dtype=int32), 3, array([ 45, 370], dtype=int32), 4, array([ 68, 449], dtype=int32), 5, array([108, 525], dtype=int32), 6, array([161, 588], dtype=int32), 7, array([225, 633], dtype=int32), 8, array([306, 648], dtype=int32), 9, array([389, 636], dtype=int32), 10, array([452, 591], dtype=int32), 11, array([503, 529], dtype=int32), 12, array([541, 457], dtype=int32), 13, array([564, 378], dtype=int32), 14, array([582, 299], dtype=int32), 15, array([596, 220], dtype=int32), 16, array([602, 138], dtype=int32), 17, array([ 60, 102], dtype=int32), 18, array([101,  63], dtype=int32), 19, array([160,  56], dtype=int32), 20, array([218,  68], dtype=int32), 21, array([275,  85], dtype=int32), 22, array([364,  88], dtype=int32), 23, array([421,  75], dtype=int32), 24, array([479,  67], dtype=int32), 25, array([535,  77], dtype=int32), 26, array([570, 119], dtype=int32), 27, array([317, 144], dtype=int32), 28, array([316, 199], dtype=int32), 29, array([315, 251], dtype=int32), 30, array([313, 306], dtype=int32), 31, array([235, 333], dtype=int32), 32, array([273, 344], dtype=int32), 33, array([312, 355], dtype=int32), 34, array([350, 347], dtype=int32), 35, array([387, 338], dtype=int32), 36, array([124, 146], dtype=int32), 37, array([158, 126], dtype=int32), 38, array([199, 126], dtype=int32), 39, array([233, 154], dtype=int32), 40, array([195, 160], dtype=int32), 41, array([154, 160], dtype=int32), 42, array([400, 159], dtype=int32), 43, array([436, 134], dtype=int32), 44, array([476, 136], dtype=int32), 45, array([508, 158], dtype=int32), 46, array([477, 170], dtype=int32), 47, array([437, 168], dtype=int32), 48, array([187, 440], dtype=int32), 49, array([228, 415], dtype=int32), 50, array([275, 404], dtype=int32), 51, array([310, 412], dtype=int32), 52, array([343, 404], dtype=int32), 53, array([389, 416], dtype=int32), 54, array([429, 444], dtype=int32), 55, array([391, 494], dtype=int32), 56, array([347, 514], dtype=int32), 57, array([310, 517], dtype=int32), 58, array([272, 512], dtype=int32), 59, array([227, 491], dtype=int32), 60, array([207, 440], dtype=int32), 61, array([274, 432], dtype=int32), 62, array([310, 435], dtype=int32), 63, array([344, 431], dtype=int32), 64, array([411, 443], dtype=int32), 65, array([345, 473], dtype=int32), 66, array([310, 477], dtype=int32), 67, array([274, 472], dtype=int32)]
45;003,003_27,[0, array([ 34, 193], dtype=int32), 1, array([ 39, 275], dtype=int32), 2, array([ 54, 356], dtype=int32), 3, array([ 73, 434], dtype=int32), 4, array([ 97, 511], dtype=int32), 5, array([133, 583], dtype=int32), 6, array([185, 642], dtype=int32), 7, array([251, 682], dtype=int32), 8, array([337, 690], dtype=int32), 9, array([421, 677], dtype=int32), 10, array([483, 628], dtype=int32), 11, array([530, 564], dtype=int32), 12, array([561, 490], dtype=int32), 13, array([580, 408], dtype=int32), 14, array([595, 324], dtype=int32), 15, array([604, 243], dtype=int32), 16, array([603, 160], dtype=int32), 17, array([ 61, 181], dtype=int32), 18, array([ 98, 130], dtype=int32), 19, array([162, 110], dtype=int32), 20, array([229, 112], dtype=int32), 21, array([298, 125], dtype=int32), 22, array([343, 119], dtype=int32), 23, array([407, 101], dtype=int32), 24, array([473,  91], dtype=int32), 25, array([539, 104], dtype=int32), 26, array([579, 152], dtype=int32), 27, array([326, 173], dtype=int32), 28, array([329, 231], dtype=int32), 29, array([332, 287], dtype=int32), 30, array([335, 348], dtype=int32), 31, array([256, 390], dtype=int32), 32, array([294, 399], dtype=int32), 33, array([334, 408], dtype=int32), 34, array([373, 396], dtype=int32), 35, array([409, 383], dtype=int32), 36, array([130, 197], dtype=int32), 37, array([163, 180], dtype=int32), 38, array([201, 176], dtype=int32), 39, array([237, 195], dtype=int32), 40, array([201, 204], dtype=int32), 41, array([163, 207], dtype=int32), 42, array([410, 183], dtype=int32), 43, array([444, 160], dtype=int32), 44, array([483, 158], dtype=int32), 45, array([518, 172], dtype=int32), 46, array([487, 186], dtype=int32), 47, array([448, 187], dtype=int32), 48, array([211, 515], dtype=int32), 49, array([250, 492], dtype=int32), 50, array([295, 478], dtype=int32), 51, array([329, 485], dtype=int32), 52, array([360, 474], dtype=int32), 53, array([399, 482], dtype=int32), 54, array([439, 498], dtype=int32), 55, array([402, 534], dtype=int32), 56, array([365, 550], dtype=int32), 57, array([331, 555], dtype=int32), 58, array([296, 556], dtype=int32), 59, array([250, 545], dtype=int32), 60, array([228, 513], dtype=int32), 61, array([296, 509], dtype=int32), 62, array([331, 511], dtype=int32), 63, array([363, 503], dtype=int32), 64, array([420, 498], dtype=int32), 65, array([362, 508], dtype=int32), 66, array([329, 517], dtype=int32), 67, array([295, 516], dtype=int32)]
